Data,Nome,Edicao,Num,Extras,Qtd,Preco_Unit,Preco_Total
2025-04-19,"Karn, Scion of Urza","Future Sight","121","Prerelease",2,8.87,17.73
2025-04-19,"Wrath of God","Modern Horizons 2","222","Foil",4,18.26,73.04
2025-04-19,"Xenagos, God of Revels","Ixalan","277","Prerelease",4,7.34,29.36
2025-04-19,"Griselbrand","Ixalan","297","Prerelease",4,19.90,79.59
2025-04-19,"Sword of Fire and Ice","Magic 2010","41","Prerelease",1,21.02,21.02
2025-04-19,"Sensei's Divining Top","Magic 2013","234","Etched",4,2.54,10.17
2025-04-19,"Mox Diamond","Modern Horizons 2","253","",4,3570.26,14281.02
2025-04-19,"Wooded Foothills","The Brothers' War","104","",2,10.83,21.66
2025-04-19,"Misty Rainforest","Unlimited","251","",2,16.02,32.04
2025-04-19,"Xenagos, the Reveler","Innistrad: Midnight Hunt","257","Prerelease",1,14.99,14.99
2025-04-19,"Felidar Guardian","Future Sight","161","",4,12.52,50.10
2025-04-19,"Sheoldred, the Apocalypse","Ikoria: Lair of Behemoths","192","Foil",1,370.96,370.96
2025-04-19,"Batterskull","Beta","82","",1,0.98,0.98
2025-04-19,"Demonic Tutor","Ikoria: Lair of Behemoths","230","",4,2.21,8.84
2025-04-19,"Path to Exile","Magic 2010","49","Prerelease",3,30.97,92.90
2025-04-19,"Xenagos, the Reveler","The Lost Caverns of Ixalan","227","",3,7.98,23.93
2025-04-19,"Jitte","Zendikar Rising","66","Etched",4,13.09,52.34
2025-04-19,"Ral Zarek","Fourth Edition","27","Etched",3,13.66,40.99
2025-04-19,"Scute Swarm","Innistrad: Midnight Hunt","13","",3,7.01,21.03
2025-04-19,"Swords to Plowshares","Streets of New Capenna","195","",4,10.18,40.72
2025-04-19,"Polluted Delta","Ixalan","221","",3,7.79,23.38
2025-04-19,"Tundra","Theros Beyond Death","180","Foil",3,16.22,48.67
2025-04-19,"Craterhoof Behemoth","Wilds of Eldraine","215","",2,11.84,23.68
2025-04-19,"Liliana of the Veil","Commander Masters","254","",1,2.83,2.83
2025-04-19,"Sylvan Library","Modern Horizons 2","122","",4,11.28,45.13
2025-04-19,"Counterspell","Ixalan","165","Etched",2,31.29,62.58
2025-04-19,"Force of Will","Dominaria United","248","",3,153.12,459.35
2025-04-19,"Mystic Remora","Future Sight","54","Foil",2,9.27,18.54
2025-04-19,"Thoughtseize","Beta","294","",2,19.00,38.00
2025-04-19,"Cabal Coffers","Ikoria: Lair of Behemoths","255","Prerelease",4,30.42,121.69
2025-04-20,"Vraska the Unseen","Magic 2013","77","Foil",4,30.97,123.89
2025-04-20,"Arid Mesa","Magic 2011","109","",2,8.13,16.26
2025-04-20,"Saheeli Rai","Ixalan","281","Etched",4,5.89,23.57
2025-04-20,"Dark Depths","Wilds of Eldraine","220","Prerelease",1,7.54,7.54
2025-04-20,"Aether Vial","The Brothers' War","114","Foil",3,27.04,81.11
2025-04-20,"Narset, Parter of Veils","Modern Horizons 2","240","",1,16.74,16.74
2025-04-20,"Misty Rainforest","The Brothers' War","61","",2,14.50,29.00
2025-04-20,"Kiora, Behemoth Beckoner","Phyrexia: All Will Be One","264","",3,14.35,43.06
2025-04-20,"Xenagos, the Reveler","Alpha","179","Prerelease",2,15.87,31.73
2025-04-20,"Xenagos, God of Revels","Wilds of Eldraine","86","Foil",4,1.40,5.60
2025-04-20,"Wooded Foothills","Unlimited","128","",4,22.91,91.65
2025-04-20,"Teferi's Protection","Future Sight","55","",1,12.02,12.02
2025-04-20,"Saheeli Rai","Time Spiral","289","",3,2.70,8.10
2025-04-20,"Craterhoof Behemoth","Phyrexia: All Will Be One","59","",4,15.14,60.56
2025-04-20,"Dark Ritual","Unfinity","39","Foil",1,8.70,8.70
2025-04-20,"Doubling Season","Ixalan","168","",2,737.64,1475.27
2025-04-20,"Field of the Dead","Magic 2013","99","",4,3.80,15.18
2025-04-20,"Nicol Bolas, the Ravager","Ixalan","93","",2,14.91,29.81
2025-04-20,"Lightning Bolt","Unfinity","25","Etched",3,5.17,15.50
2025-04-20,"Esper Sentinel","Unfinity","281","",1,35.80,35.80
2025-04-20,"Urborg, Tomb of Yawgmoth","Ixalan","286","",2,7.92,15.84
2025-04-20,"Rhystic Study","Unfinity","163","Foil",2,26.38,52.75
2025-04-20,"Path to Exile","Dominaria United","241","Foil",4,19.25,77.00
2025-04-20,"Brainstorm","Dominaria United","95","",4,20.52,82.08
2025-04-20,"Marsh Flats","Innistrad: Midnight Hunt","158","Prerelease",1,22.03,22.03
2025-04-20,"Hangarback Walker","Unlimited","182","Prerelease",3,31.69,95.06
2025-04-20,"Chandra, Torch of Defiance","Ixalan","133","Prerelease",1,27.83,27.83
2025-04-20,"Gaea's Cradle","March of the Machine","202","Etched",4,1316.80,5267.21
2025-04-20,"Dark Depths","Dominaria United","88","",3,5.94,17.82
2025-04-20,"Phyrexian Obliterator","Alpha","51","Etched",2,27.32,54.64
2025-04-20,"Craterhoof Behemoth","Fourth Edition","90","",3,12.94,38.82
2025-04-20,"Birds of Paradise","Ixalan","131","Foil",2,5.03,10.06
2025-04-20,"Mana Crypt","Zendikar Rising","145","",4,227.54,910.14
2025-04-20,"Urza's Saga","Time Spiral","74","",1,5.16,5.16
2025-04-20,"Ragavan, Nimble Pilferer","Ixalan","245","",3,279.93,839.80
2025-04-20,"Supreme Verdict","Innistrad: Midnight Hunt","146","Prerelease",4,7.76,31.04
2025-04-20,"Supreme Verdict","Adventures in the Forgotten Realms","196","",2,2.86,5.73
2025-04-20,"Kiora, Behemoth Beckoner","Commander Masters","115","",3,2.19,6.56
2025-04-20,"Sorin Markov","Strixhaven","14","Prerelease",2,26.28,52.57
2025-04-20,"Mox Diamond","Wilds of Eldraine","255","Prerelease",3,6185.74,18557.22
2025-04-20,"Path to Exile","Unfinity","10","Etched",3,7.08,21.23
2025-04-20,"Xenagos, God of Revels","Alpha","256","",4,2.14,8.55
2025-04-20,"Dark Ritual","Ikoria: Lair of Behemoths","50","Foil",1,28.15,28.15
2025-04-20,"Phyrexian Obliterator","Magic 2010","280","Foil",2,5.82,11.63
2025-04-20,"Tarmogoyf","Ixalan","217","",1,2.73,2.73
2025-04-20,"Mox Diamond","Strixhaven","177","Foil",1,6580.65,6580.65
2025-04-20,"Demonic Tutor","March of the Machine","32","Foil",1,2.38,2.38
2025-04-20,"Gaea's Cradle","Kaladesh Remastered","185","",4,2399.19,9596.78
2025-04-20,"Tarmogoyf","Phyrexia: All Will Be One","156","Etched",2,2.05,4.11
2025-04-20,"Orcish Bowmasters","Revised","243","",3,4.84,14.51
2025-04-20,"Sword of Fire and Ice","Unlimited","188","Etched",3,9.45,28.36
2025-04-20,"Inquisition of Kozilek","Streets of New Capenna","254","",3,3.40,10.21
2025-04-20,"Arid Mesa","Wilds of Eldraine","34","",3,2.09,6.26
2025-04-20,"Elvish Mystic","Kaladesh Remastered","36","",2,13.07,26.14
2025-04-20,"Misty Rainforest","Theros Beyond Death","262","Foil",2,8.84,17.67
2025-04-20,"Dockside Extortionist","Revised","85","",3,9.12,27.35
2025-04-20,"Kiora, Behemoth Beckoner","Beta","77","",1,11.96,11.96
2025-04-20,"Demonic Tutor","Phyrexia: All Will Be One","29","",4,5.78,23.13
2025-04-20,"Inquisition of Kozilek","Fourth Edition","224","",2,15.94,31.87
2025-04-20,"Xenagos, God of Revels","Commander Masters","28","",1,15.93,15.93
2025-04-20,"Jitte","Future Sight","194","",4,17.89,71.57
2025-04-20,"Volcanic Island","Unfinity","276","",3,848.88,2546.65
2025-04-20,"Lotus Cobra","Fourth Edition","63","",3,2297.61,6892.83
2025-04-20,"Chandra, Torch of Defiance","The Lord of the Rings","201","",1,1.92,1.92
2025-04-20,"Flooded Strand","The Lord of the Rings","265","Foil",2,12.57,25.14
2025-04-20,"Demonic Tutor","Kaladesh Remastered","111","",1,3.78,3.78
2025-04-20,"Sword of Body and Mind","Innistrad: Midnight Hunt","74","",1,4.87,4.87
2025-04-20,"Sensei's Divining Top","Fourth Edition","299","Prerelease",1,21.12,21.12
2025-04-20,"Demonic Tutor","The Lord of the Rings","289","",3,15.55,46.64
2025-04-20,"Scalding Tarn","Theros Beyond Death","186","",4,11.49,45.95
2025-04-20,"Ancient Tomb","Commander Masters","258","Prerelease",1,16.04,16.04
2025-04-20,"Cabal Coffers","The Lost Caverns of Ixalan","265","Foil",4,17.26,69.03
2025-04-20,"Orcish Bowmasters","Zendikar Rising","268","Foil",1,10.09,10.09
2025-04-20,"Phyrexian Obliterator","Commander Masters","166","Foil",2,33.77,67.55
2025-04-20,"Demonic Tutor","The Brothers' War","88","Etched",1,9.61,9.61
2025-04-20,"Sword of War and Peace","Revised","156","",1,11.35,11.35
2025-04-20,"Path to Exile","Unfinity","154","",2,0.81,1.63
2025-04-20,"The Ur-Dragon","Innistrad: Midnight Hunt","67","",2,11.42,22.84
2025-04-20,"Emrakul, the Aeons Torn","Unfinity","253","",2,6.95,13.90
2025-04-20,"Wrath of God","Future Sight","230","",1,1.38,1.38
2025-04-20,"Sword of Body and Mind","Wilds of Eldraine","239","Foil",4,2.63,10.54
2025-04-20,"Sheoldred, the Apocalypse","Revised","271","Etched",2,389.37,778.73
2025-04-20,"Force of Will","Magic 2012","256","",4,333.25,1333.02
2025-04-20,"Cabal Coffers","Phyrexia: All Will Be One","7","Foil",1,8.75,8.75
2025-04-20,"Verdant Catacombs","Phyrexia: All Will Be One","216","Etched",2,29.19,58.38
2025-04-20,"Vampiric Tutor","Streets of New Capenna","291","Foil",1,16.41,16.41
2025-04-20,"Dark Confidant","The Lord of the Rings","217","",1,3.43,3.43
2025-04-20,"Sheoldred, the Apocalypse","Alpha","165","Prerelease",2,123.27,246.54
2025-04-20,"Avacyn, Angel of Hope","Ixalan","138","",3,15.13,45.38
2025-04-20,"Teferi's Protection","The Lord of the Rings","105","",3,9.43,28.30
2025-04-20,"Arid Mesa","Future Sight","176","Prerelease",1,1.32,1.32
2025-04-20,"Vraska the Unseen","Revised","169","",1,1.82,1.82
2025-04-20,"Liliana's Triumph","Magic 2010","226","Prerelease",3,1.40,4.21
2025-04-20,"Kodama's Reach","Modern Horizons 2","145","",2,2.03,4.05
2025-04-20,"Brisela, Voice of Nightmares","The Lord of the Rings","94","",3,19.41,58.22
2025-04-20,"Ragavan, Nimble Pilferer","Dominaria United","243","Foil",2,553.20,1106.40
2025-04-20,"Thoughtseize","Phyrexia: All Will Be One","193","",4,13.84,55.36
2025-04-20,"Gaea's Cradle","Dominaria United","143","Foil",4,720.44,2881.75
2025-04-20,"Fyndhorn Elves","Innistrad: Midnight Hunt","14","",2,20.66,41.31
2025-04-20,"Fabled Passage","Fourth Edition","126","Foil",3,7.81,23.42
2025-04-20,"Nicol Bolas, the Ravager","Modern Horizons 2","59","Prerelease",4,2.47,9.88
2025-04-20,"Urborg, Tomb of Yawgmoth","March of the Machine","21","",1,11.43,11.43
2025-04-20,"Mana Crypt","Time Spiral","105","",4,437.21,1748.84
2025-04-20,"Jitte","Revised","253","",4,20.47,81.89
2025-04-20,"Lightning Bolt","Commander Masters","288","Etched",2,14.80,29.61
2025-04-20,"Force of Will","Modern Horizons 2","235","Prerelease",3,348.55,1045.64
2025-04-20,"Craterhoof Behemoth","The Brothers' War","207","",1,15.03,15.03
2025-04-20,"Sword of Fire and Ice","March of the Machine","71","Prerelease",4,17.37,69.46
2025-04-20,"Tamiyo, Field Researcher","The Lost Caverns of Ixalan","238","Etched",1,29.11,29.11
2025-04-20,"Birds of Paradise","Innistrad: Midnight Hunt","8","",1,15.64,15.64
2025-04-20,"Cabal Coffers","Magic 2012","84","Prerelease",2,5.26,10.52
2025-04-20,"Mox Diamond","Beta","247","",3,2012.83,6038.50
2025-04-20,"Sylvan Library","Commander Masters","32","Foil",1,6.11,6.11
2025-04-20,"Sword of War and Peace","Modern Horizons 2","173","",2,12.28,24.55
2025-04-20,"Ob Nixilis Reignited","Modern Horizons 2","182","",3,15.38,46.15
2025-04-20,"Scalding Tarn","The Brothers' War","245","",1,12.55,12.55
2025-04-20,"Kiora, Behemoth Beckoner","Streets of New Capenna","90","Prerelease",1,12.67,12.67
2025-04-20,"Elesh Norn, Grand Cenobite","Strixhaven","187","Foil",1,17.60,17.60
2025-04-20,"Field of the Dead","Magic 2011","259","Prerelease",1,4.61,4.61
2025-04-20,"Elvish Mystic","Magic 2010","211","",3,1.99,5.97
2025-04-20,"Karn, Scion of Urza","Future Sight","121","Prerelease",2,8.93,17.86
2025-04-20,"Wrath of God","Modern Horizons 2","222","Foil",4,17.97,71.87
2025-04-20,"Xenagos, God of Revels","Ixalan","277","Prerelease",4,7.55,30.18
2025-04-20,"Griselbrand","Ixalan","297","Prerelease",4,19.53,78.12
2025-04-20,"Sword of Fire and Ice","Magic 2010","41","Prerelease",1,20.69,20.69
2025-04-20,"Sensei's Divining Top","Magic 2013","234","Etched",4,2.43,9.70
2025-04-20,"Mox Diamond","Modern Horizons 2","253","",4,3524.60,14098.38
2025-04-20,"Wooded Foothills","The Brothers' War","104","",2,10.85,21.70
2025-04-20,"Misty Rainforest","Unlimited","251","",2,16.12,32.24
2025-04-20,"Xenagos, the Reveler","Innistrad: Midnight Hunt","257","Prerelease",1,15.01,15.01
2025-04-20,"Felidar Guardian","Future Sight","161","",4,12.40,49.60
2025-04-20,"Sheoldred, the Apocalypse","Ikoria: Lair of Behemoths","192","Foil",1,372.81,372.81
2025-04-20,"Batterskull","Beta","82","",1,1.00,1.00
2025-04-20,"Demonic Tutor","Ikoria: Lair of Behemoths","230","",4,2.24,8.94
2025-04-20,"Path to Exile","Magic 2010","49","Prerelease",3,31.39,94.18
2025-04-20,"Xenagos, the Reveler","The Lost Caverns of Ixalan","227","",3,7.86,23.58
2025-04-20,"Jitte","Zendikar Rising","66","Etched",4,12.95,51.79
2025-04-20,"Ral Zarek","Fourth Edition","27","Etched",3,13.42,40.27
2025-04-20,"Scute Swarm","Innistrad: Midnight Hunt","13","",3,6.99,20.97
2025-04-20,"Swords to Plowshares","Streets of New Capenna","195","",4,10.10,40.42
2025-04-20,"Polluted Delta","Ixalan","221","",3,7.77,23.31
2025-04-20,"Tundra","Theros Beyond Death","180","Foil",3,16.18,48.55
2025-04-20,"Craterhoof Behemoth","Wilds of Eldraine","215","",2,12.24,24.48
2025-04-20,"Liliana of the Veil","Commander Masters","254","",1,2.74,2.74
2025-04-20,"Sylvan Library","Modern Horizons 2","122","",4,10.99,43.97
2025-04-20,"Counterspell","Ixalan","165","Etched",2,31.82,63.64
2025-04-20,"Force of Will","Dominaria United","248","",3,147.66,442.97
2025-04-20,"Mystic Remora","Future Sight","54","Foil",2,9.30,18.60
2025-04-20,"Thoughtseize","Beta","294","",2,18.92,37.84
2025-04-20,"Cabal Coffers","Ikoria: Lair of Behemoths","255","Prerelease",4,31.02,124.07
2025-04-21,"Vraska the Unseen","Magic 2013","77","Foil",4,31.31,125.25
2025-04-21,"Arid Mesa","Magic 2011","109","",2,8.37,16.75
2025-04-21,"Saheeli Rai","Ixalan","281","Etched",4,5.88,23.51
2025-04-21,"Dark Depths","Wilds of Eldraine","220","Prerelease",1,7.40,7.40
2025-04-21,"Aether Vial","The Brothers' War","114","Foil",3,26.87,80.61
2025-04-21,"Narset, Parter of Veils","Modern Horizons 2","240","",1,17.24,17.24
2025-04-21,"Misty Rainforest","The Brothers' War","61","",2,14.85,29.69
2025-04-21,"Kiora, Behemoth Beckoner","Phyrexia: All Will Be One","264","",3,14.73,44.20
2025-04-21,"Xenagos, the Reveler","Alpha","179","Prerelease",2,16.55,33.10
2025-04-21,"Xenagos, God of Revels","Wilds of Eldraine","86","Foil",4,1.34,5.36
2025-04-21,"Wooded Foothills","Unlimited","128","",4,22.38,89.52
2025-04-21,"Teferi's Protection","Future Sight","55","",1,12.32,12.32
2025-04-21,"Saheeli Rai","Time Spiral","289","",3,2.73,8.18
2025-04-21,"Craterhoof Behemoth","Phyrexia: All Will Be One","59","",4,15.24,60.97
2025-04-21,"Dark Ritual","Unfinity","39","Foil",1,8.69,8.69
2025-04-21,"Doubling Season","Ixalan","168","",2,732.96,1465.92
2025-04-21,"Field of the Dead","Magic 2013","99","",4,3.73,14.93
2025-04-21,"Nicol Bolas, the Ravager","Ixalan","93","",2,14.93,29.87
2025-04-21,"Lightning Bolt","Unfinity","25","Etched",3,5.21,15.63
2025-04-21,"Esper Sentinel","Unfinity","281","",1,34.67,34.67
2025-04-21,"Urborg, Tomb of Yawgmoth","Ixalan","286","",2,7.75,15.50
2025-04-21,"Rhystic Study","Unfinity","163","Foil",2,26.69,53.38
2025-04-21,"Path to Exile","Dominaria United","241","Foil",4,19.35,77.40
2025-04-21,"Brainstorm","Dominaria United","95","",4,20.36,81.43
2025-04-21,"Marsh Flats","Innistrad: Midnight Hunt","158","Prerelease",1,21.62,21.62
2025-04-21,"Hangarback Walker","Unlimited","182","Prerelease",3,31.07,93.21
2025-04-21,"Chandra, Torch of Defiance","Ixalan","133","Prerelease",1,26.55,26.55
2025-04-21,"Gaea's Cradle","March of the Machine","202","Etched",4,1323.76,5295.03
2025-04-21,"Dark Depths","Dominaria United","88","",3,5.95,17.86
2025-04-21,"Phyrexian Obliterator","Alpha","51","Etched",2,27.19,54.38
2025-04-21,"Craterhoof Behemoth","Fourth Edition","90","",3,13.28,39.83
2025-04-21,"Birds of Paradise","Ixalan","131","Foil",2,4.93,9.87
2025-04-21,"Mana Crypt","Zendikar Rising","145","",4,234.24,936.97
2025-04-21,"Urza's Saga","Time Spiral","74","",1,5.25,5.25
2025-04-21,"Ragavan, Nimble Pilferer","Ixalan","245","",3,279.08,837.23
2025-04-21,"Supreme Verdict","Innistrad: Midnight Hunt","146","Prerelease",4,7.83,31.31
2025-04-21,"Supreme Verdict","Adventures in the Forgotten Realms","196","",2,2.91,5.81
2025-04-21,"Kiora, Behemoth Beckoner","Commander Masters","115","",3,2.15,6.46
2025-04-21,"Sorin Markov","Strixhaven","14","Prerelease",2,26.12,52.23
2025-04-21,"Mox Diamond","Wilds of Eldraine","255","Prerelease",3,6190.47,18571.40
2025-04-21,"Path to Exile","Unfinity","10","Etched",3,6.86,20.59
2025-04-21,"Xenagos, God of Revels","Alpha","256","",4,2.12,8.49
2025-04-21,"Dark Ritual","Ikoria: Lair of Behemoths","50","Foil",1,28.29,28.29
2025-04-21,"Phyrexian Obliterator","Magic 2010","280","Foil",2,5.61,11.22
2025-04-21,"Tarmogoyf","Ixalan","217","",1,2.69,2.69
2025-04-21,"Mox Diamond","Strixhaven","177","Foil",1,6690.22,6690.22
2025-04-21,"Demonic Tutor","March of the Machine","32","Foil",1,2.31,2.31
2025-04-21,"Gaea's Cradle","Kaladesh Remastered","185","",4,2376.01,9504.03
2025-04-21,"Tarmogoyf","Phyrexia: All Will Be One","156","Etched",2,2.02,4.04
2025-04-21,"Orcish Bowmasters","Revised","243","",3,4.74,14.21
2025-04-21,"Sword of Fire and Ice","Unlimited","188","Etched",3,9.43,28.29
2025-04-21,"Inquisition of Kozilek","Streets of New Capenna","254","",3,3.54,10.62
2025-04-21,"Arid Mesa","Wilds of Eldraine","34","",3,2.09,6.28
2025-04-21,"Elvish Mystic","Kaladesh Remastered","36","",2,13.29,26.58
2025-04-21,"Misty Rainforest","Theros Beyond Death","262","Foil",2,8.75,17.51
2025-04-21,"Dockside Extortionist","Revised","85","",3,8.75,26.25
2025-04-21,"Kiora, Behemoth Beckoner","Beta","77","",1,12.26,12.26
2025-04-21,"Demonic Tutor","Phyrexia: All Will Be One","29","",4,5.77,23.09
2025-04-21,"Inquisition of Kozilek","Fourth Edition","224","",2,15.90,31.80
2025-04-21,"Xenagos, God of Revels","Commander Masters","28","",1,16.07,16.07
2025-04-21,"Jitte","Future Sight","194","",4,17.87,71.47
2025-04-21,"Volcanic Island","Unfinity","276","",3,822.42,2467.25
2025-04-21,"Lotus Cobra","Fourth Edition","63","",3,2330.08,6990.23
2025-04-21,"Chandra, Torch of Defiance","The Lord of the Rings","201","",1,1.92,1.92
2025-04-21,"Flooded Strand","The Lord of the Rings","265","Foil",2,12.63,25.26
2025-04-21,"Demonic Tutor","Kaladesh Remastered","111","",1,3.76,3.76
2025-04-21,"Sword of Body and Mind","Innistrad: Midnight Hunt","74","",1,4.89,4.89
2025-04-21,"Sensei's Divining Top","Fourth Edition","299","Prerelease",1,21.21,21.21
2025-04-21,"Demonic Tutor","The Lord of the Rings","289","",3,15.29,45.87
2025-04-21,"Scalding Tarn","Theros Beyond Death","186","",4,11.46,45.83
2025-04-21,"Ancient Tomb","Commander Masters","258","Prerelease",1,16.52,16.52
2025-04-21,"Cabal Coffers","The Lost Caverns of Ixalan","265","Foil",4,16.64,66.56
2025-04-21,"Orcish Bowmasters","Zendikar Rising","268","Foil",1,10.07,10.07
2025-04-21,"Phyrexian Obliterator","Commander Masters","166","Foil",2,35.20,70.40
2025-04-21,"Demonic Tutor","The Brothers' War","88","Etched",1,9.68,9.68
2025-04-21,"Sword of War and Peace","Revised","156","",1,11.29,11.29
2025-04-21,"Path to Exile","Unfinity","154","",2,0.82,1.63
2025-04-21,"The Ur-Dragon","Innistrad: Midnight Hunt","67","",2,11.67,23.33
2025-04-21,"Emrakul, the Aeons Torn","Unfinity","253","",2,6.64,13.29
2025-04-21,"Wrath of God","Future Sight","230","",1,1.32,1.32
2025-04-21,"Sword of Body and Mind","Wilds of Eldraine","239","Foil",4,2.59,10.38
2025-04-21,"Sheoldred, the Apocalypse","Revised","271","Etched",2,385.08,770.16
2025-04-21,"Force of Will","Magic 2012","256","",4,335.87,1343.46
2025-04-21,"Cabal Coffers","Phyrexia: All Will Be One","7","Foil",1,8.84,8.84
2025-04-21,"Verdant Catacombs","Phyrexia: All Will Be One","216","Etched",2,29.17,58.33
2025-04-21,"Vampiric Tutor","Streets of New Capenna","291","Foil",1,16.72,16.72
2025-04-21,"Dark Confidant","The Lord of the Rings","217","",1,3.42,3.42
2025-04-21,"Sheoldred, the Apocalypse","Alpha","165","Prerelease",2,122.71,245.43
2025-04-21,"Avacyn, Angel of Hope","Ixalan","138","",3,14.94,44.82
2025-04-21,"Teferi's Protection","The Lord of the Rings","105","",3,9.44,28.32
2025-04-21,"Arid Mesa","Future Sight","176","Prerelease",1,1.34,1.34
2025-04-21,"Vraska the Unseen","Revised","169","",1,1.82,1.82
2025-04-21,"Liliana's Triumph","Magic 2010","226","Prerelease",3,1.43,4.28
2025-04-21,"Kodama's Reach","Modern Horizons 2","145","",2,2.10,4.20
2025-04-21,"Brisela, Voice of Nightmares","The Lord of the Rings","94","",3,19.55,58.65
2025-04-21,"Ragavan, Nimble Pilferer","Dominaria United","243","Foil",2,553.27,1106.53
2025-04-21,"Thoughtseize","Phyrexia: All Will Be One","193","",4,13.56,54.25
